LINE,LOTID,Data_Time,Model No.,[A]Zone1_Feature1_SV,[A]Zone1_Feature1_PV,[A]Zone1_Feature2_PV,[A]Zone1_Feature3_PV,[A]Zone2_Feature4_SV,[A]Zone2_Feature4_PV,[A]Zone2_Feature5_SV,[A]Zone2_Feature5_PV,[A]Zone2_Feature6_SV,[A]Zone2_Feature6_PV,[A]Zone3_Feature7_PV,[A]Zone3_Feature8_SV,[A]Zone3_Feature8_PV,[A]Zone4_Feature9_PV,[A]Zone4_Feature10_SV,[A]Zone4_Feature10_PV,[A]Zone5_Feature11_PV,[A]Zone5_Feature12_PV,[A]Zone5_Feature12_SV,[A]Zone6_Feature13_PV,[A]Zone6_Feature13_SV,[A]Zone6_Feature14_PV,[A]Zone6_Feature14_SV,[B]Feature15,[B]Feature16,[C]Feature17,[C]Feature18,[C]Feature19,[C]Feature20,[D]Feature21,[D]Feature22,[D]Feature23,[D]Feature24,[D]Feature25,[D]Feature26,[D]Feature27,[D]Feature28,[E]Feature29,[E]Feature30,[E]Feature31,[E]Feature32,[E]Feature33,[F]Feature34,[F]Feature35,[F]Feature36,[F]Feature37,[F]Feature38,[F]Feature39,[F]Feature40,[F]Feature41,[G]Zone1_Feature42,[G]Zone2_Feature43,[G]Zone3_Feature44,[G]Zone4_Feature45,[G]Zone5_Feature46,[G]Zone6_Feature47,[G]Zone7_Feature48,[G]Zone8_Feature49,[G]Zone10_Feature50,[H]Feature51,[H]Feature52,[H]Feature53,[I]Feature54,[I]Zone1_Feature55,[I]Zone1_Feature56,[I]Zone1_Feature57,[I]Zone2_Feature58,[I]Zone2_Feature59,[I]Zone2_Feature60,[I]Zone3_Feature61,[I]Zone3_Feature62,[I]Zone4_Feature63,[I]Zone4_Feature64,[I]Zone5_Feature65,[I]Zone5_Feature66,[I]Zone6_Feature67,[I]Zone6_Feature68,[I]Feature69,[I]Feature70,[I]Feature71,[I]Feature72,[I]Feature73,[I]Feature74,[I]Feature75,[I]Feature76,[I]Feature77,[I]Feature78,[I]Feature79,[I]Feature80,[I]Feature81,[I]Feature82,[I]Feature83,[I]Feature84,[I]Feature85,[I]Feature86,[J]Zone1_Feature87_SV,[J]Zone1_Feature87_PV,[J]Zone1_Feature88,[J]Zone1_Feature89,[J]Zone1_Feature90_SV,[J]Zone1_Feature90_PV,[J]Zone1_Feature91,[J]Zone1_Feature92,[J]Zone2_Feature93_SV,[J]Zone2_Feature93_PV,[J]Zone2_Feature94,[J]Zone2_Feature95,[J]Zone2_Feature96_SV,[J]Zone2_Feature96_PV,[J]Zone2_Feature97,[J]Zone3_Feature98_SV,[J]Zone2_Feature98_PV,[J]Feature99,[J]Feature100,[J]Feature101,[K]Feature101,[K]Feature102,[L]Zone1_Feature103,[L]Zone1_Feature104,[L]Zone1_Feature105,[L]Zone1_Feature106,[L]Zone1_Feature107,[L]Zone1_Feature108,[L]Zone1_Feature109,[L]Zone2_Feature110,[L]Zone2_Feature111,[L]Zone2_Feature112,[L]Zone2_Feature113,[L]Zone2_Feature114,[L]Zone2_Feature115,[L]Zone2_Feature116,[L]Zone3_Feature117,[L]Zone3_Feature118,[L]Zone3_Feature119,[L]Zone4_Feature120,[L]Zone4_Feature121,[L]Zone4_Feature122,[L]Zone5_Feature123,[L]Zone5_Feature124,[L]Zone5_Feature125,[L]Zone6_Feature126,[L]Zone6_Feature127,[L]Zone6_Feature128,[L]Feature129,[L]Feature130,[L]Feature131,[M]Feature132,[M]Feature133_SV,[M]Feature134,[M]Feature135_SV,[N]Zone1_Feature136,[N]Zone2_Feature137,[N]Zone3_Feature138,[N]Zone4_Feature139,[N]Zone5_Feature140,[N]Zone6_Feature141,[O]Feature142,[O]Feature143,[P]Feature144_SV,[P]Feature145_SV,[P]Feature146_PV,[P]Feature146_SV,[P]Feature148_PV,[P]Feature148_SV,[P]Feature150_PV,[P]Feature151_SV,[Q]Feature152,[Q]Feature153,[R]Zone1_Feature154,[R]Zone1_Feature155,[R]Zone1_Feature156,[R]Zone1_Feature157,[R]Zone2_Feature158,[R]Zone2_Feature159,[R]Zone2_Feature160,[R]Zone2_Feature161,[R]Zone3_Feature162,[R]Zone3_Feature163,[R]Zone4_Feature164,[R]Zone4_Feature165,[R]Zone5_Feature166,[R]Zone5_Feature167,[R]Zone6_Feature168,[R]Zone6_Feature169,[S]Zone1_Feature170_SV,[S]Zone1_Feature171,[S]Zone1_Feature172,[S]Zone1_Feature173,[S]Zone1_Feature174,[S]Zone1_Feature175,[S]Zone1_Feature176,[S]Zone2_Feature177_SV,[S]Zone2_Feature178,[S]Zone2_Feature179,[S]Zone2_Feature180,[S]Zone2_Feature181,[S]Zone2_Feature182,[S]Zone2_Feature183,[S]Zone3_Feature184,[S]Zone3_Feature185_SV,[S]Zone3_Feature186,[S]Zone3_Feature187,[S]Zone4_Feature188,[S]Zone4_Feature189,[S]Zone4_Feature190_SV,[S]Zone4_Feature191,[S]Zone5_Feature192,[S]Zone5_Feature193,[S]Zone5_Feature194_SV,[S]Zone5_Feature195,[S]Zone6_Feature196,[S]Zone6_Feature197,[S]Zone6_Feature198_SV,[S]Zone6_Feature199,[T]Zone1_Feature200,[T]Zone1_Feature201,[T]Zone2_Feature202,[T]Zone2_Feature203,[T]Zone3_Feature204,[T]Zone3_Feature205,[T]Zone4_Feature206,[T]Zone4_Feature207,[T]Zone5_Feature208,[T]Zone5_Feature209,[T]Zone6_Feature210,[T]Zone6_Feature211,CTQ 1,CTQ 1_LSL,CTQ 2,CTQ 2_LSL,CTQ 3,CTQ 3_USL,CTQ 3_LSL,CTQ 4,CTQ 4_USL,CTQ 4_LSL,CTQ 5,CTQ 5_USL,CTQ 5_LSL
R13,CDRC19061543,2019-06-22 22:00,AAA11111115,58,577.5,1299,1350,133,1330.875,187,1869,190,1899,1849,133,1343.75,1749,101,1024,1699,1256.125,126,1500,150,840.25,83,,,412.65,344.4,603.175,535.325,100,19,19,40.8875,100,27,27,43.3875,22.25,173.0375,22319352,9382.5,430.1125,237.9875,39.3,7.4375,7.4125,200,200,201.975,199.9625,18.8375,37.475,30.6875,0,0,0.2,0,0.0125,0.0125,-0.225,0.5375,50.175,19.1125,53.5625,49.35,48.175,71.9,61.6,60.3,91.2875,78.525,88.9125,61.425,83.6,70.025,64.8625,56.7875,57.8,33.85,71.4,66.725,9.4125,7.4375,58.9,32.55,72.6125,67.5,6.875,29.375,10.375,-0.625,1.5,3.3375,2.8,12.8875,54,65.8375,60.6125,47.0125,29,28.5375,54,29,20,16.6,25.875,36.275,19,13.2625,19,40,26.3,39.8875,20.6875,22.4375,9.8,10.5,8.975,62.7625,54.4125,56.4125,46.7875,4.05,62.0875,9.975,63.0625,51.3875,51.1,52.9875,21.325,72.1,72.5375,20.4125,61.3875,74.5625,30.3375,59.8,70.1125,21.6125,57.55,64.7625,7.025,50.4625,39.8,25.8125,24.6,2505397.85,1.53,2588146.288,1.6,-0.25875,-2.41375,-2.60125,-3.38625,-3.075,-3.12375,266.75,97.2875,3.5,3.2,4.35,4,6.5625,6.6,4.7125,4.3,15.33425,16.033625,0.3625,22.15,25.475,9.65,42.3,53.125,19.4,0,42.975,94.6625,48.25,71.575,57.8,80.675,34.3875,58.9625,3,-3.0875,0.04375,3.6925,2.9875,3.2775,2.3,4.45,1.6125,5.44125,8.855,4.4425,2.495,0.01,2.6525,9,11.3,9.015,2.9775,6.81625,6.8,14.725,3.56875,7.68375,7.7,-3.1875,2.1225,5.615,5.6,13.3375,1.6125,0.025,20.6125,3.4625,10.9125,15.7,21.4375,18.625,20.6875,20.8,1.1875,-2.8875,103.6666667,75,102.6666667,75,19.09166667,19.5,14.5,14.8925,15,12,680.6666667,950,450
R13,CDRC19061544,2019-06-22 22:10,AAA11111115,58,577.2222222,1299,1350,133,1329.333333,187,1869,190,1899,1849,133,1347.444444,1749,101,1025.111111,1699,1255.333333,126,1500,150,840,83,,,519.9888889,0,435.1222222,609.3555556,100,20,20,40.87777778,100,27,27,43.27777778,7361.777778,329.5666667,22321394,0,173,237.8777778,39.3,7.422222222,7.433333333,200,200,201.9888889,199.9333333,19.68888889,37.65555556,30.44444444,0,0,0.222222222,0.011111111,0.011111111,0.022222222,-0.011111111,0.011111111,50.41111111,19.07777778,53.14444444,49.31111111,48.22222222,71.86666667,61.5,60.34444444,91.34444444,78.62222222,89.34444444,61.66666667,83.5,70.07777778,65.16666667,56.86666667,56.37777778,33.62222222,71.4,67.12222222,9.388888889,7.644444444,57.88888889,32.52222222,72.74444444,67.5,19.88888889,0,11,-0.333333333,2.444444444,3.244444444,2.744444444,12.68888889,54,66.98888889,60.83333333,51.64444444,29,30.02222222,54,29,20,16.61111111,26.03333333,36.13333333,19,13.31111111,19,40,23.85555556,39.9,21.37777778,22.71111111,9.7,10.5,12.37777778,61.37777778,54.12222222,56.17777778,46.9,10.04444444,59.71111111,10.16666667,63.04444444,51.33333333,51.4,53.07777778,21.34444444,72,73.02222222,7.966666667,64.21111111,75.36666667,30.44444444,60.06666667,69.84444444,18.33333333,58.11111111,57.85555556,9.833333333,49.76666667,39.8,25.88888889,24.73333333,2505553.489,1.53,2588308.944,1.6,-0.247777778,-2.253333333,-2.462222222,-3.24,-2.98,-3.008888889,269.7,95.65555556,3.5,3.2,4.133333333,4,6.544444444,6.6,4.655555556,4.3,15.33277778,16.01355556,0.566666667,22.1,25.27777778,9.777777778,41.96666667,53.67777778,19.23333333,0,43.56666667,94.01111111,46.15555556,71.08888889,56.04444444,81.42222222,34.5,58.61111111,3,-3.644444444,0.071111111,3.683333333,2.998888889,3.251111111,2.326666667,4.45,0.311111111,5.397777778,8.944444444,4.475555556,2.473333333,0.01,2.688888889,9,14.12222222,8.953333333,2.848888889,6.77,6.8,16.15555556,3.458888889,7.753333333,7.7,-4.166666667,2.13,5.582222222,5.6,13.01111111,1.622222222,0.055555556,20.62222222,3.566666667,11.25555556,15.91111111,21.46666667,18.64444444,20.63333333,20.77777778,1.255555556,-2.8,103.6666667,75,102.6666667,75,18.74166667,19.5,14.5,14.8,15,12,778.6666667,950,450
R13,CDRC19061545,2019-06-22 22:20,AAA11111115,58,576.875,1299,1350,133,1328.5,187,1869,190,1899,1849,133,1345.25,1749,101,1026.5,1699,1253.75,126,1500,150,840.5,83,,,228.6,611.8625,352.4625,749.7375,100,23,23,40.9125,100,27,27,43.3,5907,383.675,22323436,127.75,173.7,237.8875,39.3,7.45,7.4375,200,200,201.825,200.05,18.725,37.85,30.6875,0,0,0.2125,0,0.05,0.0125,-0.425,0.0625,50.2625,18.9625,53.575,49.3625,48.1375,71.4625,61.5375,60.325,91.075,78.5875,89.7625,61.725,83.4375,69.2,64.675,56.7125,56.8125,33.05,71.4625,67.175,9.3875,7.4875,57.85,32.4875,72.425,67.525,19.75,7.375,9.625,-1.125,2.125,3.2375,2.8,12.675,54,66.6,61,47.4625,29,28.4125,54,29,20,16.6625,25.775,36.5375,19,13.2625,19,40,25.35,39.9,21,22.7375,9.8,10.5,9.2125,62.575,54.3375,56.3,46.45,3.775,61.9625,10.175,62.9875,51.4,51.025,52.925,21.8125,71.9875,82.55,17.8375,62.7625,75,29.9,60.15,70.525,19.075,58.2,57.325,10.8875,49.575,39.8,26,24.75,2505709.213,1.53,2588471.625,1.6,-0.265,-2.4875,-2.65,-3.41375,-3.11125,-3.12625,90,95.1375,3.5,3.2,4.6,4,6.5375,6.6,4.6875,4.3,15.335875,16.022625,0.55,22.1125,25.1625,9.7625,42.2375,53.375,20.3625,0,42.6125,95.2,46.875,71.6625,57.675,80.8375,35.35,59,3,-4.025,0.06875,3.685,3.00375,3.23625,2.3275,4.45,-0.4375,5.43375,8.89875,4.455,2.62,0.01,2.63,9,11.45,9.065,2.89375,6.825,6.8,16.975,3.56,7.69625,7.7,-4.7375,2.18125,5.61875,5.6,13.7,1.6125,0.025,20.5,3.55,10.725,15.55,21.175,18.575,20.4875,20.6625,1.1375,-2.875,103.6666667,75,102.6666667,75,18.74166667,19.5,14.5,14.8025,15,12,778.6666667,950,450
R13,CDRC19061546,2019-06-22 22:30,AAA11111115,58,576.5,1299,1350,133,1328.875,187,1869,190,1899,1849,133,1350.125,1749,101,1025.75,1699,1253.875,126,1500,150,840,83,,,0,516.9625,226.625,859.675,100,15,15,40.9125,100,27,27,43.3375,0,173,22325483,5020.25,332.4125,237.95,39.3,7.45,7.45,200,200,201.8875,200,19.6375,38.7125,30.1375,0,0,0.175,0.0125,0.0125,0.0125,-0.175,0.4125,50.3375,18.9375,53.4,49.425,48.3875,71.925,61.55,60.2875,91.25,79.5,89.3875,62.0375,83.45,70.35,64.8125,56.425,56.2,34.7,71.525,67.0125,9.2125,7.475,57.775,32.4875,72.325,67.5,0,23.75,10.375,-0.625,2,3.225,2.675,12.5625,54,65.85,60.2375,54.3125,29,28.375,54,29,20,16.6,25.6625,36.2,19,13.2875,19,40,25.1875,39.9,21.7,23.0625,9.7,10.5,12.9375,61.7125,54.375,56.325,47.2,9.1,60.875,10.8625,62.925,51.4,50.9,52.9,21.65,72,75.1,13.6125,62.9,75.0875,30.375,60.05,70.4375,20.0875,57.9,57.275,11.9625,49.2625,39.7,26,24.6125,2505865.35,1.53,2588634.8,1.6,-0.245,-2.2775,-2.42875,-3.225,-2.9975,-3.07875,89.7,91.975,3.5,3.2,4.05,4,6.5,6.6,4.5125,4.3,15.334,16.0305,0.8,22.2,25.0375,9.825,41.5625,53.4375,20.3625,0,42.0875,93.5125,48.375,71.575,57.15,80.725,34.675,58.4875,3,-5.175,0.1,3.7,3.015,3.22,2.33625,4.45,-0.175,5.345,8.90625,4.45625,2.61625,0.01,2.5975,9,16.3,8.90875,2.98625,6.8175,6.8,16.05,3.5275,7.6875,7.7,-4.375,2.14,5.57125,5.6,13.4625,1.675,0.025,20.775,3.725,11.0375,16.0125,21.35,18.6875,20.5125,20.7625,1.1375,-2.8625,102.6666667,75,103,75,18.96666667,19.5,14.5,14.665,15,12,727.6666667,950,450
R13,CDRC19061547,2019-06-22 22:40,AAA11111115,58,577,1299,1350,133,1328.75,187,1869,190,1899,1849,133,1348.25,1749,101,1024.375,1699,1256,126,1500,150,840,83,,,850.825,160.5625,113.8375,859.1125,100,22,22,40.8625,100,27,27,43.225,324.25,175.5625,22327518.25,4863.5,324,237.95,39.3,7.4625,7.425,200,200,201.975,199.9625,18.525,38.675,30.25,0,0,0.2,0,0.0125,0.025,-0.275,-0.1125,50.2625,18.8875,53.2375,49.425,48.3625,71.4375,61.5,60.3375,90.8875,78.675,89.4125,61.325,83.5875,69.8375,64.875,56.9875,56.125,33.3625,71.4625,67.0375,9.3125,7.625,57.8625,32.3,72.5,67.7625,11.375,3.5,10,-0.25,0,3.2375,2.925,12.4875,54,67.35,61.05,48.85,29,30.5375,54,29,20,16.7,25.925,36.4875,19,13.25,19,40,24.325,39.9,21.325,23.2,9.8,10.5,12.7875,61.2,54.125,56.05,46.475,7.6,60.0625,9.95,63.025,51.4,51.025,52.9,21.7,71.975,78.6125,10.1,64.1375,74.775,29.65,60.225,70.3875,18.225,58.2,56.2375,11.05,49.4875,39.95,25.85,24.5,2506020.55,1.53,2588796.963,1.6,-0.26125,-2.39875,-2.58375,-3.335,-3.01625,-3.01875,270,91.7625,3.5,3.2,4.575,4,6.5125,6.6,4.4125,4.3,15.335875,16.022125,0.55,22.175,25.1,9.75,42.15,53.15,20.0375,0,43.8375,95.3125,47.575,71.425,56.6,80.575,34.6125,58.7875,3,-4.2375,0.07,3.69125,2.99125,3.22875,2.31875,4.45,-0.3375,5.42375,8.855,4.42875,2.57625,0.01,2.70625,9,13.775,9.0775,2.93625,6.8025,6.8,15.0375,3.49375,7.67375,7.7,-3.275,2.1375,5.59875,5.6,13.375,1.575,0.025,20.575,3.5375,10.9875,15.5875,21.275,18.525,20.575,20.8375,1.1875,-2.875,102.6666667,75,103,75,18.96666667,19.5,14.5,14.665,15,12,727.6666667,950,450
R13,CDRC19061549,2019-06-22 23:00,AAA11111115,58,319.75,649.5,675,133,890.125,187,934.5,190,949.5,1388.25,133,893.75,988.625,101,468,943.125,607.375,126,829.5,150,361,83,,,112.9875,0.9125,-1.3625,284.125,100,13.5,13.5,40.85,100,13.5,13.5,43.25,6374.25,407.525,22331565.5,0,173,69.0125,39.3,2.625,2.6375,57.725,200,59.1625,59.3875,7.45,13.75,10.6,0,0,0.1875,0,0,0,4.6625,-0.225,57.7875,5.85,37.3,24.925,24.15,60.2125,30.9875,30.3875,74.05,64.9375,59.25,40.3125,59.0625,39.35,43.125,29.8375,56.55,35.0125,71.4,67.2,6.6,6.0125,58.1125,35.2,72.55,67.5375,12.5,0,2,-0.125,-1,3.2875,3,3.6625,13.5,47.2125,34.0625,36.425,7.25,22.575,54,29,5,14.3375,22.075,28.25,4.75,10.375,19,10,18.65,39.6,20.275,22.2375,10.175,10.5,6.4,60.8125,53.7375,56.125,46.5,5.075,59.4,5.6125,62.875,52.3,51.3,53.375,10.975,71.7875,74.55,4.4375,62.65,75.0625,7.4875,60.4875,70.0875,4.8625,58.4375,60.5875,2.6,50.125,39.7625,25.8,24.4,2506332.887,1.53,2589123.313,1.6,-0.21375,-0.94875,-1.0775,-2.67125,-2.61375,-2.7075,253.225,91.35,3.5,3.2,3.15,4,5.8875,6.6,2.9125,4.3,15.3305,16.024625,0.1,20.525,21.3,9.725,33.45,42.025,16.325,0,33.95,81.6125,30.0375,51.775,32.3125,58.4625,21.6,42.1,3,-1.45,0.01,3.4225,2.85375,2.74,2.31375,4.45,0.1,4.30125,7.00375,3.495,2.09875,0.01,2.095,9,5.6125,7.7725,1.85375,4.93,6.8,4.55,1.995,5.5675,7.7,-1.7,1.3325,4.01,5.6,3.5125,1.425,0.0125,12.4375,3.3875,4.375,9.85,12.25,10.05,12.4625,12.6625,-0.3625,-2.375,102.6666667,75,102,75,19.175,19.5,14.5,14.63,15,12,808,950,450
R13,CDRC19061550,2019-06-23 0:26,AAA11111115,58,578.25,1299,1350,133,1329.625,187,1869,190,1899,1849,133,1346.375,1749,101,1017.125,1699,1255.625,126,1500,150,832.5,83,,,0,539.825,-1.475,986.4125,100,12,12,40.925,100,12,12,43.275,0,173,22333668.5,7794.25,317.8125,237.95,39.3,7.4375,7.45,200,200,202.275,200,19.975,35.2,36.8,0,0,0.2,0,0.025,0,-0.0375,-0.05,50.325,20.9,53.325,49.3625,48.0875,71.8125,61.5,60.15,91.2125,79.425,88.7125,61.4375,83.625,69.8125,64.8375,56.65,56.5375,35.325,71.3375,66.925,10.225,8.2125,57.9125,35.6375,72.1625,67.525,0,23,11.375,0,0.75,3.0625,3.05,12.8,54,67.2625,58.2375,47.55,29,29.5,54,29,20,16.625,24.5,32.7375,19,13.275,19,40,22.05,39.9125,20.025,22.275,9.8,10.5,8.6375,62.4375,55.2,57.0125,50.225,5.5375,61.025,9.825,63.05,52.6125,54.075,55.425,21.375,72.025,80.725,0.1125,66.7,74.95,30.175,60.475,68.675,5.5375,60.7625,64.575,2.5625,51.325,40,26.3,24.3,2507640.738,1.53,2590489.938,1.6,-0.245,-2.1475,-2.2025,-3.0175,-2.76,-2.7725,89.7,173.9375,3.5,3.2,4.075,4,6.55,6.6,4.1125,4.3,15.330875,16.021375,0.1,22.1375,24.7875,9.775,41.7625,53.5125,19.4375,0,42.5875,92.4625,49.425,70.3,59.4875,81.9,34.725,57.45,3,-2.1875,0.01,3.69,3.00875,3.1875,2.33,4.45,0.45,5.37125,8.92,4.4625,2.49875,0.01,2.63,9,13.3625,8.80625,3.05,6.695,6.8,7.8,3.6725,7.79875,7.7,-3.8,2.14375,5.47,5.6,4.8,1.6,0.025,20.75,3.7125,11.375,16,21.6375,18.775,20.8125,20.9375,1.5,-2.7,102,75,105,75,18.85,19.5,14.5,14.32,15,12,763.3333333,950,450
R13,CDRC19061551,2019-06-23 0:36,AAA11111115,58,578.7777778,1299,1350,133,1329.666667,187,1869,190,1899,1849,133,1345.333333,1749,101,1020.222222,1699,1253.777778,126,1500,150,839.8888889,83,,,9.733333333,397.2777778,-1.266666667,988.9666667,100,10,10,40.92222222,100,12,12,43.23333333,0,173,22335713.11,8010.888889,432.6333333,238.0111111,39.3,7.433333333,7.444444444,200,200,202,199.9666667,18.71111111,35.68888889,36.75555556,0,0,0.177777778,0,0.022222222,0.011111111,-0.088888889,-0.111111111,50.45555556,20.14444444,53.07777778,49.38888889,48.34444444,72.01111111,61.51111111,60.41111111,90.58888889,78.15555556,89.24444444,61.31111111,83.35555556,70.21111111,64.71111111,56.83333333,56.1,35.83333333,71.84444444,67.23333333,9.866666667,8,57.27777778,35.47777778,72.68888889,67.58888889,3.333333333,28.66666667,11,0,1.333333333,3.433333333,2.966666667,12.6,54,64.8,58.87777778,44.73333333,29,27.95555556,54,29,20,16.54444444,25.46666667,34.94444444,19,13.27777778,19,40,26.56666667,39.9,20.65555556,22.02222222,9.8,10.5,9.966666667,62.78888889,54.94444444,56.88888889,49.08888889,6.955555556,61.7,10.76666667,63,51.74444444,52.3,54.06666667,21.77777778,72.08888889,78.93333333,26.2,60.85555556,73.81111111,29.18888889,60.21111111,67.07777778,27.23333333,56.62222222,67.41111111,9.2,50.18888889,39.8,26.1,24.43333333,2507796.633,1.53,2590652.856,1.6,-0.258888889,-2.433333333,-2.641111111,-3.474444444,-3.178888889,-3.283333333,175.3777778,196.6111111,3.5,3.2,3.944444444,4,6.566666667,6.6,4.3,4.3,15.33444444,16.02911111,1.244444444,22.14444444,25.47777778,9.688888889,42.15555556,53.2,19.6,0,43.17777778,95.07777778,48.47777778,71.51111111,56.23333333,80.78888889,32.6,58.8,3,-1.755555556,0.158888889,3.688888889,3.003333333,3.277777778,2.306666667,4.45,0.422222222,5.42,8.868888889,4.432222222,2.522222222,0.01,2.665555556,9,12.17777778,9.054444444,2.992222222,6.811111111,6.8,11.1,3.471111111,7.694444444,7.7,-4.422222222,2.012222222,5.6,5.6,13.11111111,1.633333333,0.055555556,20.51111111,3.377777778,10.36666667,15.14444444,21.24444444,18.55555556,20.04444444,20.07777778,0.9,-2.877777778,102,75,105,75,18.85,19.5,14.5,14.32,15,12,763.3333333,950,450
R13,CDRC19061552,2019-06-23 0:46,AAA11111115,58,578.125,1299,1350,133,1330.375,187,1869,190,1899,1849,133,1349.375,1749,101,1022.375,1699,1252.25,126,1500,150,842,83,,,532.1375,0,-1.4625,995.3625,100,15,15,40.9,100,22,22,43.2,8225.5,322.2375,22337755.5,0,173,237.9625,39.3,7.45,7.45,200,200,201.9125,199.95,19.275,36.8375,33.5,0,0,0.2,0,0.025,0,-0.075,0.175,50.2875,19.8,53.05,49.3,48.2875,72.1375,61.6,60.375,91.65,78.9,89.3625,61.3125,83.85,69.9875,64.5625,56.975,55.8625,34.7625,71.525,67.0625,9.725,7.7875,57.125,33.3625,72.425,67.3625,22.5,0,10.375,0,1.5,3.4,2.7375,12.6125,54,67.4875,60.5,48.7375,29,30.55,54,29,20,16.6375,25.7125,35.4375,19,13.2375,19,40,24.6,39.925,20.9,21.8125,9.7,10.5,10.9375,61.7125,54.3125,56.4,48.7125,7.9625,59.8625,11.9125,62.875,51.5875,51.7375,53.5,21.725,72.0375,64.75,7.7375,63.3875,75.025,30.0625,59.925,60.325,18.2375,57.3,64.2875,11.3625,49.6625,39.8,26.15,24.7,2507952.35,1.53,2590815.563,1.6,-0.2525,-2.28,-2.39375,-3.19125,-2.91125,-2.99,269.7,219.65,3.5,3.2,4.1125,4,6.5625,6.6,4.425,4.3,15.334375,16.01025,1.2625,21.925,25.25,9.7625,41.2125,53.3625,19.9375,0,45.175,94.0125,48.6625,71.75,57.7875,80.6875,34.8375,58.0375,3,-2.35,0.16,3.65375,2.98875,3.24875,2.3225,4.45,1.2,5.2975,8.89125,4.4425,2.56375,0.01,2.78875,9,15.5125,8.95125,3.00375,6.83375,6.8,12.7,3.5675,7.68375,7.7,-6.2,2.15125,5.5275,5.6,15.3875,1.625,0.0375,20.65,3.6125,11.2375,15.95,21.4375,18.8375,20.75,20.7,1.1125,-2.8375,105,75,103.6666667,75,18.58333333,19.5,14.5,14.8,15,12,780,950,450
R13,CDRC19061553,2019-06-23 0:56,AAA11111115,58,578.3333333,1299,1350,133,1331,187,1869,190,1899,1849,133,1348.666667,1749,101,1024.444444,1699,1254.333333,126,1500,150,841.4444444,83,,,394.8555556,10,154.6222222,998.9333333,100,28.33333333,28.33333333,40.9,100,29.11111111,29.11111111,43.22222222,8377.111111,435.5888889,22339794,0,173,237.9,39.3,7.422222222,7.444444444,200,200,202.0444444,199.9555556,18.3,36.9,31.92222222,0,0,0.233333333,0.011111111,0,0,-0.155555556,0.288888889,50.27777778,19.43333333,53.32222222,49.42222222,48.34444444,72.01111111,61.6,60.42222222,90.72222222,77.86666667,89.28888889,61.44444444,83.52222222,68.83333333,64.53333333,56.66666667,55.93333333,32.57777778,71.51111111,67.1,9.644444444,7.466666667,57.04444444,32.32222222,72.57777778,67.92222222,30,3,10.66666667,1.555555556,1.333333333,3.555555556,2.966666667,12.63333333,54,65.76666667,60.08888889,46.95555556,29,28.2,54,29,20,16.55555556,25.75555556,35.84444444,19,13.17777778,19,40,24.03333333,39.9,23.87777778,23.71111111,9.8,10.5,12.51111111,61.96666667,54.48888889,56.44444444,47.16666667,4.088888889,62.34444444,9.888888889,63.08888889,51.5,51.58888889,53.4,21.44444444,72.1,81.67777778,11.28888889,64.43333333,75.34444444,30.01111111,60.17777778,70.65555556,14.6,59,64.72222222,6.477777778,50.47777778,39.8,26.2,24.82222222,2508107.856,1.53,2590978.033,1.6,-0.265555556,-2.415555556,-2.607777778,-3.408888889,-3.114444444,-3.133333333,146.1555556,232.0777778,3.5,3.2,4.2,4.3,6.555555556,6.6,4.555555556,4.3,15.334,16.01755556,0.322222222,22.17777778,24.82222222,9.844444444,41.91111111,53.08888889,20.03333333,0,43.67777778,95.24444444,47.3,71.46666667,58.88888889,81.01111111,32.48888889,58.71111111,3,-2.422222222,0.04,3.696666667,3.022222222,3.192222222,2.341111111,4.45,1.533333333,5.392222222,8.845555556,4.424444444,2.578888889,0.01,2.696666667,9,15.03333333,9.07,2.918888889,6.805555556,6.8,15.56666667,3.634444444,7.715555556,7.7,-4.644444444,2.005555556,5.591111111,5.6,15.33333333,1.588888889,0,20.53333333,3.5,10.86666667,15.45555556,21.3,18.65555556,20.4,20.43333333,1.055555556,-2.877777778,105,75,103.6666667,75,18.58333333,19.5,14.5,14.8,15,12,780,950,450
